listing_id,last_review_date,number_of_reviews,reviews_per_month
25085816,2019-05-09,11,0.83
25085980,2018-09-30,2,0.15
25086038,2019-06-26,10,0.86
25090268,2019-06-22,36,2.61
25098068,2019-07-01,36,3.17
25098701,2018-07-22,2,0.17
25100219,2018-10-11,6,0.44
25101138,2018-11-04,3,0.31
25101192,2019-07-06,42,3.51
25101744,2019-01-28,6,0.46
25103135,2019-04-29,6,0.57
25104697,2019-03-31,6,0.58
25107333,2019-06-24,38,2.79
25108878,2019-07-05,53,3.99
25109931,2018-10-20,3,0.22
25110602,2018-06-05,1,0.08
25110742,2019-05-07,7,0.51
25112819,2019-06-17,50,3.69
25113126,2019-06-25,28,2.13
25124293,2019-05-10,9,0.67
25125914,2019-05-01,2,0.16
25126089,2019-06-23,34,2.49
25126466,2019-07-01,19,1.38
25127198,2019-05-01,10,0.73
25127253,2019-07-04,17,1.25
25127539,2019-06-09,3,0.27
25127644,2019-06-24,12,0.89
25129958,2019-03-09,3,0.22
25130960,2018-06-19,1,0.08
25132414,2018-11-05,3,0.22
25132598,2018-06-09,2,0.15
25132635,2019-02-28,8,0.73
25134311,2019-06-23,43,3.11
25134727,2018-07-29,1,0.09
25134894,2019-06-28,37,2.92
25135607,2018-08-29,6,0.49
25135765,2018-08-27,7,0.52
25135772,2019-06-30,23,1.8
25137152,2019-07-03,49,3.58
25137366,2019-05-19,25,1.83
25137887,2019-07-07,32,2.35
25138149,2019-06-29,24,1.94
25138442,2019-06-23,66,4.78
25138975,2019-06-22,34,2.64
25140000,2019-06-30,21,3.07
25140344,2019-06-30,13,1.01
25140559,2019-06-17,41,2.96
25140787,2019-06-23,27,2.02
25142331,2019-06-10,34,2.48
25153614,2018-08-29,2,0.15
25153931,2019-05-28,16,1.36
25155248,2019-06-29,37,2.73
25155302,2018-11-11,8,0.61
25155346,2019-06-19,24,2.32
25156280,2018-08-11,1,0.09
25156498,2018-06-05,2,0.15
25157160,2018-06-12,1,0.08
25157541,2019-07-01,15,1.76
25157795,2019-07-01,4,0.35
25158455,2019-03-19,4,0.34
25160226,2019-01-07,4,0.31
25161052,2019-01-01,4,0.31
25161242,2019-07-03,110,8.27
25161732,2019-06-29,11,0.87
25163519,2019-06-22,18,1.32
25165611,2019-07-01,42,3.19
25167654,2019-06-29,51,3.74
25167819,2018-12-31,11,0.93
25168638,2019-04-11,19,1.4
25168678,2018-06-15,1,0.08
25172224,2019-06-26,41,2.96
25180598,2019-03-27,24,1.77
25182363,2018-07-16,7,0.53
25184077,2018-07-15,6,0.44
25184439,2018-11-10,1,0.12
25184591,2019-06-21,31,2.31
25186915,2018-11-02,12,0.88
25187314,2019-02-20,9,0.66
25187461,2019-03-10,7,0.57
25187576,2019-07-01,78,5.92
25187986,2019-07-07,81,6.12
25188064,2019-06-29,28,2.04
25188424,2019-02-23,4,0.38
25189853,2019-02-10,2,0.27
25189933,2019-07-01,9,0.73
25190223,2019-07-02,72,5.31
25190757,2019-06-23,44,3.37
25191316,2018-11-05,4,0.3
25192722,2019-04-17,23,1.69
25193004,2019-06-03,9,0.73
25193752,2019-03-31,36,2.65
25194498,2019-06-16,8,0.58
25197784,2019-06-26,4,0.29
25202604,2019-07-04,16,1.42
25204636,2019-06-30,13,1.2
25205044,2018-10-26,8,0.62
25205158,2019-05-06,4,0.3
25205932,2018-06-24,5,0.37
25206790,2018-07-26,1,0.09
25207662,2019-06-23,30,2.2
25208234,2018-09-30,3,0.28
25209144,2018-08-06,2,0.16
25209293,2019-07-01,11,0.9
25209619,2018-11-02,2,0.21
25210171,2019-01-13,31,2.28
25211991,2018-06-08,1,0.08
25212748,2019-06-02,41,3.1
25213872,2019-06-30,52,3.94
25215426,2019-05-20,1,0.6
25215547,2019-06-23,81,6.06
25221034,2018-06-16,2,0.15
25221993,2019-06-13,19,1.52
25222993,2018-07-05,1,0.08
25224320,2019-05-21,34,2.46
25225344,2019-03-17,12,0.87
25226807,2018-12-25,4,0.31
25227326,2019-03-24,15,1.14
25227782,2019-07-05,23,1.77
25229392,2019-06-23,52,3.96
25229464,2019-07-08,107,8.25
25230902,2019-06-16,20,1.47
25231000,2018-08-31,5,0.39
25231230,2018-08-30,7,0.51
25231699,2018-06-30,1,0.08
25232501,2018-10-25,4,0.33
25232614,2019-02-18,4,0.3
25234017,2019-06-01,51,3.81
25234555,2018-06-17,3,0.22
25234732,2019-06-15,12,1.03
25235760,2018-06-30,1,0.08
25236588,2019-05-19,5,0.41
25236786,2019-06-04,20,1.52
25236926,2019-05-28,8,0.74
25237818,2019-06-30,31,2.26
25240993,2018-09-30,2,0.17
25245882,2019-06-09,7,0.68
25248774,2018-07-22,2,0.15
25249692,2019-05-02,6,0.91
25252356,2019-06-23,11,0.8
25252879,2019-06-22,9,0.69
25253576,2018-06-29,4,0.29
25255024,2019-06-16,41,3.18
25255214,2019-01-01,2,0.18
25255942,2019-05-27,3,1.36
25257443,2019-07-01,67,5.51
25257912,2018-11-22,5,0.4
25259845,2018-07-22,2,0.15
25262112,2018-07-08,4,0.29
25262580,2019-06-16,20,1.53
25263729,2019-06-30,25,1.83
25263845,2018-09-23,4,0.34
25264538,2018-09-23,2,0.2
25264902,2019-06-18,31,2.4
25264929,2019-05-22,31,2.31
25265496,2018-07-14,1,0.08
25265984,2019-06-01,11,1.0
25266135,2019-06-20,7,0.62
25266169,2019-03-07,12,0.93
25266474,2019-03-25,4,0.32
25267333,2019-06-09,17,1.23
25274161,2018-10-26,3,0.31
25277640,2019-07-06,26,2.18
25278248,2019-07-07,13,1.03
25278711,2019-06-06,5,0.4
25278771,2019-07-06,8,0.59
25280641,2019-06-16,6,0.48
25280953,2019-04-25,28,2.09
25281618,2019-06-02,24,1.83
25283412,2019-07-02,4,0.35
25285159,2018-08-26,5,0.37
25285275,2019-06-29,11,0.85
25285637,2019-06-21,50,3.74
25286006,2019-01-03,5,0.38
25287087,2018-06-17,1,0.08
25287115,2018-07-28,1,0.09
25288200,2019-06-30,25,1.91
25288759,2019-05-20,13,0.96
25288989,2019-06-30,24,1.79
25289487,2018-08-29,2,0.18
25289848,2019-02-17,4,0.3
25290477,2019-01-02,1,0.16
25290572,2019-04-06,18,1.37
25290749,2019-03-24,7,0.52
25290969,2018-11-19,14,1.13
25291991,2018-12-02,1,0.14
25292558,2018-06-25,1,0.08
25292877,2019-05-25,14,1.14
25293702,2019-06-12,19,1.4
25293994,2018-09-18,6,0.51
25294143,2018-12-30,1,0.16
25296394,2018-10-09,2,0.19
25297710,2019-06-02,25,1.97
25298259,2019-07-07,14,1.03
25299137,2019-06-16,64,4.76
25308563,2019-05-11,32,2.42
25309799,2019-07-01,67,5.01
25310242,2019-07-02,70,5.16
25310404,2019-06-12,24,1.76
25310497,2019-06-10,30,2.22
25311295,2019-06-18,58,4.26
25312773,2019-03-17,3,0.24
25313204,2019-03-13,35,2.77
25313748,2019-06-07,6,0.66
25314051,2018-10-21,4,0.31
25314610,2019-06-20,35,2.72
25315154,2019-07-07,70,5.34
25315860,2019-06-23,3,1.84
25316571,2018-12-31,1,0.16
25317547,2019-06-30,20,1.74
25317671,2019-07-07,10,0.88
25317793,2019-06-11,22,1.63
25318171,2018-06-15,1,0.08
25319136,2019-07-01,40,3.2
25319356,2019-06-22,10,0.8
25323294,2018-12-09,8,0.68
25323446,2019-06-24,114,8.38
25323809,2018-08-08,1,0.09
25324132,2019-04-08,16,1.22
25324289,2019-06-08,63,4.83
25324506,2019-01-02,1,0.16
25325029,2018-10-22,20,1.52
25326478,2019-05-27,14,1.04
25327993,2019-06-22,25,1.92
25328081,2019-06-17,43,3.25
25328184,2019-06-22,52,3.9
25335433,2018-05-26,1,0.07
25336605,2019-01-02,1,0.16
25338619,2019-06-15,11,0.83
25339184,2019-06-21,4,0.3
25340516,2019-06-08,10,0.79
25340524,2019-06-23,13,1.02
25340844,2019-06-16,33,2.56
25341465,2019-07-07,63,5.12
25342124,2019-07-07,127,9.43
25343141,2019-06-22,7,0.51
25344034,2019-06-08,29,2.57
25344841,2019-06-24,10,0.88
25345332,2018-06-10,2,0.15
25346073,2019-03-25,54,4.14
25346963,2019-06-28,50,3.85
25347359,2019-06-30,16,1.21
25348299,2019-06-14,16,1.18
25349299,2019-05-26,48,3.51
25350452,2019-03-24,14,1.12
25350617,2019-06-07,12,0.97
25350875,2019-06-12,14,1.05
25352456,2019-07-01,11,0.86
25354569,2019-05-11,4,0.29
25354678,2019-06-24,59,4.33
25355219,2018-09-02,3,0.27
25355282,2018-09-30,21,1.6
25355845,2019-06-18,71,5.23
25356602,2019-05-26,6,0.45
25356696,2019-06-28,34,2.91
25357219,2018-12-08,7,0.53
25367421,2018-08-25,1,0.09
25369155,2019-05-17,4,0.34
25369739,2019-06-24,41,3.3
25370297,2019-02-17,6,0.49
25370919,2019-04-11,9,0.68
25371790,2019-03-28,8,0.62
25372531,2019-06-23,5,1.61
25374003,2018-10-27,5,0.48
25374851,2019-06-30,62,4.64
25377317,2018-09-11,10,0.78
25378040,2018-12-06,26,1.99
25378614,2019-06-20,86,6.35
25379058,2019-06-30,24,1.79
25379780,2019-07-01,36,2.71
25380189,2019-06-29,33,3.87
25380654,2019-07-08,95,7.2
25380780,2019-05-21,15,1.25
25383265,2019-06-24,36,2.85
25389925,2018-12-30,13,0.96
25392508,2019-06-03,24,1.84
25395740,2019-06-16,19,1.45
25396809,2019-06-23,57,4.31
25396834,2018-11-01,21,1.71
25397054,2018-08-18,2,0.15
25399303,2019-06-28,13,0.99
25399452,2019-05-25,8,0.71
25401843,2019-06-29,42,3.16
25402549,2019-05-29,24,1.9
25403075,2019-06-04,18,1.34
25404381,2019-06-23,58,4.36
25407116,2019-06-09,9,0.76
25415951,2018-08-10,1,0.09
25416257,2018-10-30,1,0.12
25417007,2019-06-24,29,2.33
25417035,2019-02-23,4,0.33
25420704,2018-06-30,1,0.08
25421108,2019-06-22,30,2.31
25421109,2019-01-01,2,0.19
25424320,2019-01-02,5,0.39
25424961,2019-06-29,3,0.25
25425106,2018-09-24,1,0.1
25426171,2019-05-21,9,0.91
25426781,2019-06-13,41,3.05
25427351,2018-06-28,1,0.08
25428063,2018-10-28,2,0.16
25428573,2019-06-23,57,4.25
25434447,2019-04-29,21,1.72
25441693,2019-06-11,59,4.38
25442072,2019-02-13,6,0.45
25443451,2018-10-02,2,0.17
25444327,2018-11-30,2,0.18
25446811,2019-07-05,25,1.9
25447407,2018-07-31,1,0.09
25447820,2019-06-30,49,3.68
25448433,2019-06-12,26,1.96
25448475,2019-06-19,33,2.5
25448758,2019-04-30,14,1.07
25449386,2019-04-21,13,1.04
25452071,2019-07-06,32,2.74
25452588,2018-07-12,1,0.08
25453503,2018-07-02,1,0.08
25453535,2018-08-15,1,0.09
25455908,2019-07-02,14,1.06
25455986,2018-08-28,2,0.18
25456296,2019-06-12,40,2.96
25456951,2019-05-26,4,0.32
25457583,2018-12-31,1,0.16
25458048,2019-03-24,14,1.17
25460977,2019-07-05,61,5.23
25462356,2019-06-21,41,3.17
25464685,2019-07-01,52,3.86
25464886,2019-06-23,42,3.12
25465008,2019-06-30,44,3.27
25465160,2019-07-01,63,4.68
25468554,2018-10-06,5,0.38
25469769,2018-07-26,1,0.09
25470017,2019-06-23,60,4.52
25470372,2018-09-04,3,0.24
25471574,2019-01-01,2,0.17
25474632,2019-06-28,6,0.45
25475257,2019-04-29,8,0.63
25475518,2019-07-05,44,3.41
25475944,2019-06-23,38,2.82
25476838,2019-06-30,27,2.13
25476912,2019-06-16,4,1.28
25477608,2019-07-04,55,4.09
25480207,2019-01-01,14,1.07
25480524,2019-06-30,57,4.23
25480539,2018-09-30,2,0.17
25482581,2019-07-02,50,3.71
25483095,2018-06-10,1,0.08
25484150,2018-06-17,3,0.22
25484398,2018-10-02,2,0.17
25484515,2018-08-04,11,0.88
25485201,2018-09-09,4,0.3
25486302,2019-04-10,2,0.44
25486542,2019-06-15,1,1.0
25487254,2019-07-05,11,1.05
25487784,2019-06-21,19,1.66
25488542,2018-12-28,6,0.47
25489254,2019-01-01,7,0.53
25489369,2019-04-28,1,0.42
25491443,2019-06-21,30,2.49
25491908,2018-07-30,8,0.61
25492031,2018-11-05,1,0.12
25492295,2019-07-01,32,3.69
25492971,2019-07-02,15,4.74
25493246,2019-07-06,48,4.19
25493355,2019-07-03,62,4.77
25501491,2019-06-29,36,2.67
25503149,2018-08-04,2,0.16
25503259,2018-07-01,2,0.16
25503835,2019-07-08,95,7.77
25504104,2019-05-29,39,2.98
25504641,2019-06-22,68,5.11
25505473,2019-07-01,4,0.34
25506360,2018-08-27,3,0.23
25507340,2019-03-26,8,0.63
25508055,2018-07-24,1,0.09
25509463,2018-06-08,1,0.08
25510480,2018-06-21,3,0.23
25510738,2019-07-02,38,2.95
25512049,2019-06-09,6,0.49
25512622,2018-07-01,2,0.16
25515325,2019-04-28,4,0.38
25516958,2019-07-07,27,2.06
25517197,2018-10-08,11,0.87
25517202,2018-09-14,2,0.15
25517407,2019-05-08,18,1.36
25517826,2019-06-09,2,0.78
25518394,2019-06-25,76,6.02
25518572,2019-05-08,2,0.85
25518658,2018-06-25,2,0.15
25518930,2018-09-18,9,0.68
25519328,2019-07-06,8,0.7
25519673,2019-07-01,29,2.2
25519674,2018-09-17,6,0.47
25519971,2018-09-19,1,0.1
25521277,2018-12-27,16,1.22
25521464,2019-06-23,21,1.59
25534630,2019-06-23,9,0.74
25534977,2019-07-06,79,7.69
25537456,2019-06-25,1,1.0
25538397,2019-06-23,47,3.52
25538850,2018-08-15,1,0.09
25539490,2019-05-27,6,1.41
25540851,2018-06-09,1,0.08
25541005,2019-06-24,22,7.59
25543393,2019-06-23,1,1.0
25543561,2019-06-25,11,0.82
25544243,2019-06-23,16,1.26
25545177,2019-05-27,9,0.68
25545275,2018-11-24,9,0.68
25545372,2019-05-27,10,0.82
25545392,2019-06-03,72,5.37
25546222,2019-06-21,49,3.95
25546901,2019-01-01,4,0.33
25547839,2019-06-30,31,2.74
25548071,2019-06-29,75,5.8
25550429,2019-05-25,8,0.61
25551687,2019-06-15,95,7.13
25552076,2019-06-20,47,3.7
25554120,2019-06-04,25,2.01
25568873,2019-06-30,37,2.82
25571627,2019-06-27,64,4.92
25572892,2019-03-31,1,0.3
25580113,2019-06-08,16,1.26
25580283,2018-06-23,3,0.23
25582365,2018-06-03,1,0.07
25583366,2019-05-26,9,0.71
25584852,2019-06-27,38,2.97
25584983,2019-06-23,23,3.77
25587778,2019-06-23,57,4.37
25587783,2019-01-02,5,0.49
25588085,2019-06-21,52,4.07
25589726,2018-06-17,2,0.15
25590224,2018-09-18,1,0.1
25590707,2019-01-02,7,0.53
25590851,2018-06-30,1,0.08
25602541,2019-06-27,23,1.87
25607226,2019-06-13,32,3.06
25610763,2019-06-02,3,0.52
25610990,2019-06-15,16,1.27
25616250,2019-01-03,10,0.84
25616450,2019-07-01,26,3.15
25618799,2019-05-19,8,0.71
25618970,2019-06-29,11,0.92
25619146,2018-09-16,3,0.25
25619849,2019-06-23,13,0.99
25622377,2019-01-03,10,0.78
25622574,2019-05-06,6,0.46
25624101,2019-04-23,6,0.46
25625417,2019-06-28,13,0.99
25626152,2019-06-22,33,2.61
25626932,2019-06-02,24,1.82
25629624,2018-12-23,21,1.63
25635162,2019-06-22,37,3.22
25635216,2019-05-03,18,1.38
25637401,2019-06-21,81,6.09
25638322,2018-07-15,2,0.16
25639256,2019-07-07,55,4.19
25639737,2019-06-30,40,3.05
25665981,2019-06-04,6,0.88
25666271,2019-01-08,8,0.73
25668516,2019-06-09,8,0.64
25669472,2019-07-01,45,3.37
25673527,2019-06-18,33,2.64
25673769,2019-06-30,35,2.67
25673898,2019-01-01,4,0.35
25674277,2019-06-19,48,3.95
25674366,2019-05-16,11,0.87
25674371,2019-02-10,43,3.27
25677480,2018-12-09,7,0.55
25677571,2019-04-16,3,0.36
25677687,2018-07-26,6,0.46
25678517,2019-06-23,51,4.23
25678522,2019-06-09,7,0.54
25679063,2019-07-05,46,3.68
25679101,2019-06-08,55,4.52
25679492,2019-05-27,9,0.74
25679709,2019-06-18,52,4.25
25680422,2019-06-10,4,0.35
25680531,2019-05-20,9,0.75
25681692,2019-05-08,6,0.66
25683401,2019-07-05,57,4.44
25683408,2019-07-06,3,3.0
25683815,2019-05-30,2,0.16
25684094,2019-07-07,21,1.66
25686640,2019-07-06,69,5.27
25688649,2019-06-16,27,2.12
25689024,2019-07-03,33,2.74
25694039,2019-06-08,37,2.85
25698744,2019-06-09,8,0.63
25710052,2018-10-01,5,0.39
25716221,2018-10-08,3,0.24
25719044,2019-05-31,131,9.97
25719557,2019-05-26,8,0.61
25719757,2018-08-12,3,0.24
25722216,2019-06-23,30,2.41
25723733,2019-06-14,74,6.05
25724871,2019-01-02,11,0.85
25725858,2019-05-26,4,0.32
25727611,2019-05-24,4,0.45
25728315,2019-06-23,39,3.01
25728623,2019-06-25,12,0.95
25734018,2019-07-02,67,5.19
25734212,2019-01-21,5,0.49
25734716,2019-05-23,40,3.12
25736749,2019-06-14,19,1.45
25737165,2019-07-06,8,0.64
25739275,2018-06-24,1,0.08
25739336,2018-06-21,1,0.08
25740704,2019-07-06,64,4.96
25742944,2018-11-25,3,0.23
25745372,2019-05-20,11,0.94
25745458,2019-02-07,1,0.2
25752683,2018-08-30,1,0.1
25755215,2019-06-16,14,1.12
25763994,2019-06-15,17,1.35
25764974,2019-05-23,10,0.84
25765042,2019-07-08,60,4.74
25766100,2019-03-24,4,0.31
25769495,2019-06-09,10,0.93
25769883,2019-05-11,2,0.16
25770425,2019-06-20,19,1.54
25771285,2019-06-30,17,1.36
25772415,2019-07-01,26,2.02
25772890,2018-08-13,4,0.31
25773391,2019-07-03,9,0.75
25774497,2019-06-09,35,2.75
25774787,2019-07-03,18,1.4
25775969,2019-06-30,2,0.32
25776030,2019-07-04,52,4.26
25776872,2018-07-21,1,0.08
25776914,2019-06-16,36,2.76
25779152,2019-06-21,42,3.16
25779464,2019-04-06,4,0.37
25779937,2019-01-31,2,0.18
25780292,2018-08-09,1,0.09
25780953,2019-06-24,5,0.57
25781295,2019-06-16,12,0.93
25781535,2019-06-14,18,1.38
25782709,2019-07-01,42,3.37
25783309,2018-12-16,7,0.54
25783739,2019-01-02,6,0.51
25784814,2018-07-09,1,0.08
25785298,2019-06-21,71,5.37
25786000,2019-07-06,45,3.8
25786994,2019-03-09,7,0.63
25788995,2019-06-01,51,3.88
25794631,2019-04-21,3,0.26
25796599,2019-06-30,125,9.47
25798461,2018-11-03,5,0.4
25798517,2019-06-21,32,2.78
25798995,2018-09-22,6,0.47
25799803,2019-05-27,15,1.16
25799863,2019-06-11,14,1.08
25799876,2019-02-28,14,1.06
25801507,2019-04-28,2,0.79
25802560,2019-06-03,19,1.47
25802592,2019-07-05,10,0.78
25802893,2019-06-28,8,0.63
25803113,2018-06-20,1,0.08
25803743,2019-06-26,21,1.66
25803944,2019-06-17,18,1.63
25804337,2018-08-25,5,0.43
25804768,2018-12-30,20,1.58
25804970,2019-06-18,53,4.12
25805051,2019-03-23,8,0.73
25805422,2019-07-01,77,5.83
25805430,2019-07-02,56,4.22
25806562,2019-06-21,2,0.27
25807047,2018-06-11,1,0.08
25807578,2018-08-06,5,0.39
25807815,2019-05-18,1,0.58
25809641,2019-05-23,10,0.87
25810632,2019-06-23,12,1.09
25810744,2019-06-09,6,0.58
25810952,2019-06-22,34,2.58
25811286,2019-05-19,7,0.73
25811825,2019-06-07,44,3.53
25812187,2018-09-03,5,0.44
25812660,2019-06-20,26,2.5
25812700,2019-06-30,42,3.19
25812723,2019-06-23,5,0.45
25812852,2019-06-08,10,0.76
25812971,2019-06-16,5,0.48
25813254,2019-05-19,8,0.77
25813279,2019-07-04,13,1.06
25813280,2019-06-30,19,1.79
25813322,2019-06-28,90,6.94
25813627,2019-05-15,6,0.66
25813702,2019-01-01,6,0.47
25813796,2019-06-30,6,0.62
25813849,2019-06-23,3,3.0
25814039,2019-06-28,49,3.79
25814918,2019-04-27,5,0.49
25815036,2019-07-01,53,4.14
25815620,2019-06-23,47,3.63
25815764,2019-05-04,10,0.87
25815781,2019-06-03,7,0.57
25816034,2019-06-03,29,2.23
25816999,2019-06-10,3,0.29
25817508,2019-01-01,9,0.79
25817824,2019-07-03,44,3.4
25823670,2019-02-28,1,0.23
25826202,2019-04-03,2,0.29
25826245,2019-01-13,1,0.17
25828589,2019-06-24,42,4.24
25829582,2019-04-28,43,3.32
25831152,2018-09-25,3,0.28
25832499,2018-06-17,1,0.08
25833266,2019-01-23,49,3.84
25834015,2019-04-30,2,0.16
25834067,2019-06-03,19,1.8
25834338,2019-06-23,12,0.93
25834662,2019-05-22,8,0.77
25835087,2019-06-04,32,2.64
25837179,2019-06-04,23,1.78
25837478,2019-05-25,25,1.96
25837865,2019-06-23,33,2.91
25837948,2019-06-15,14,1.13
25838887,2019-06-23,51,3.86
25838923,2019-06-11,71,5.5
25839759,2018-10-28,14,1.06
25840272,2019-07-04,76,5.82
25841417,2019-05-28,23,1.75
25841637,2019-06-18,82,6.24
25841768,2019-03-24,6,0.5
25842433,2019-07-04,26,2.09
25842535,2019-03-11,3,0.29
25842847,2019-06-30,47,3.56
25843611,2018-12-30,3,0.23
25843716,2019-03-23,37,2.8
25844166,2019-03-03,2,0.17
25844635,2019-02-18,25,1.94
25844697,2019-05-26,3,0.4
25852200,2019-06-15,24,1.84
25852575,2018-10-28,17,1.3
25855178,2019-05-27,20,1.52
25855717,2018-10-07,11,0.91
25855773,2019-01-03,4,0.32
25856211,2019-04-11,22,1.76
25857843,2019-06-30,12,1.03
25860068,2018-12-29,2,0.25
25860270,2018-07-16,2,0.16
25868383,2019-03-31,3,0.26
25868880,2019-06-29,38,3.33
25869269,2019-05-24,25,2.67
25870315,2018-10-10,8,0.7
25870547,2019-06-25,50,3.86
25870840,2019-04-13,2,0.64
25871075,2018-10-22,3,0.24
25872255,2018-10-31,10,0.78
25872636,2019-01-03,3,0.25
25872986,2019-06-02,18,1.38
25873511,2019-05-27,41,3.18
25874845,2019-05-19,10,4.17
25885192,2019-05-02,4,0.34
25885278,2019-06-03,23,1.84
25887161,2019-06-20,4,0.37
25887684,2019-06-09,18,1.78
25887913,2019-06-29,50,3.96
25889683,2018-07-08,5,0.38
25891110,2018-11-24,5,0.4
25891334,2019-03-12,14,1.18
25892102,2018-11-04,1,0.12
25893224,2019-06-18,31,2.49
25893395,2019-05-27,12,1.01
25893890,2019-05-31,16,1.26
25893935,2019-05-05,2,0.21
25894924,2019-06-24,25,2.06
25894982,2019-04-27,48,3.7
25895122,2019-07-07,33,2.56
25895132,2019-01-01,22,1.88
25895230,2018-07-09,4,0.31
25895519,2018-07-31,1,0.09
25903655,2019-07-01,8,0.7
25904446,2019-05-04,1,0.45
25904988,2018-07-21,1,0.08
25905991,2018-12-31,6,0.51
25909160,2018-08-05,9,0.7
25909161,2019-05-23,11,1.13
25911322,2019-07-07,7,0.74
25912647,2018-08-22,4,0.31
25914288,2019-06-24,34,2.63
25914515,2018-06-23,1,0.08
25917234,2019-07-07,20,1.56
25917853,2019-07-01,51,4.16
25918623,2019-06-29,36,3.12
25918869,2018-08-22,1,0.09
25921999,2019-03-15,1,0.26
25922009,2018-08-03,1,0.09
25925504,2019-07-06,38,2.98
25927829,2019-06-23,35,2.75
25928236,2019-07-06,42,3.32
25931882,2019-01-01,11,0.85
25933647,2019-06-23,1,1.0
25934111,2019-06-25,25,2.07
25935054,2018-12-15,3,0.31
25937419,2019-07-02,29,2.29
25937698,2019-04-07,67,5.19
25938492,2019-06-28,19,1.53
25939748,2018-08-17,16,1.24
25940097,2019-03-30,2,0.19
25941089,2018-10-29,9,0.71
25942651,2018-12-11,1,0.14
25943177,2019-06-13,10,1.02
25946015,2018-07-26,4,0.31
25946924,2019-06-08,101,7.77
25947865,2019-05-24,10,0.82
25947875,2019-03-18,1,0.26
25948078,2019-06-22,84,6.46
25948225,2018-09-30,2,0.2
25948942,2018-07-13,11,0.85
25949359,2018-07-07,1,0.08
25949877,2018-09-17,6,0.5
25950590,2019-06-17,19,1.5
25951465,2019-05-08,10,0.79
25951810,2018-12-22,5,0.39
25961797,2019-06-15,48,3.71
25962847,2019-07-04,30,2.48
25963570,2019-06-21,75,5.77
25964053,2019-07-07,35,2.82
25965483,2018-10-03,12,0.97
25966512,2019-06-09,11,0.85
25967331,2018-07-08,8,0.62
25967882,2018-07-31,1,0.09
25967894,2019-06-23,15,1.39
25968756,2018-12-11,1,0.14
25970374,2019-07-01,6,0.59
25970826,2019-06-13,11,0.88
25971425,2018-07-16,1,0.08
25972102,2018-09-29,2,0.17
25972171,2018-06-13,1,0.08
25972861,2019-05-20,51,3.94
25973941,2019-05-27,22,2.19
25974812,2019-06-25,45,3.61
25975428,2019-06-26,26,2.07
25976738,2019-06-12,10,0.78
25977603,2019-06-03,8,0.97
25979705,2019-06-13,20,2.01
25979753,2018-07-26,3,0.24
25980294,2019-06-23,28,2.22
25982839,2019-05-26,95,7.38
25995062,2019-07-03,100,7.71
25996748,2019-01-01,13,1.05
25996892,2019-05-04,2,0.41
25997937,2018-09-03,1,0.1
25998807,2019-07-05,64,5.65
25999678,2019-06-12,15,2.76
26000019,2019-06-23,43,3.42
26000298,2019-05-13,11,0.91
26000559,2019-02-27,70,5.38
26001361,2018-11-14,5,0.39
26001925,2019-05-20,5,0.44
26002676,2019-05-19,8,1.06
26003667,2019-06-20,71,5.52
26003692,2018-08-17,4,0.31
26004226,2019-06-23,16,1.26
26004343,2018-10-30,12,0.96
26004664,2018-09-24,1,0.1
26004876,2018-08-28,2,0.19
26005261,2018-06-19,1,0.08
26006150,2018-11-05,1,0.12
26009952,2019-01-05,5,0.4
26010424,2019-06-27,22,2.06
26011175,2019-06-19,7,0.55
26012750,2019-04-29,12,0.98
26013177,2019-07-05,56,4.47
26014444,2019-01-01,8,0.63
26025308,2018-07-27,1,0.09
26026530,2019-06-30,18,1.39
26026904,2019-07-01,31,2.75
26028612,2019-06-22,52,4.08
26029571,2019-06-12,15,1.42
26029677,2019-03-22,1,0.28
26031698,2019-06-30,8,0.65
26032155,2019-05-05,12,1.0
26033022,2019-07-02,12,0.93
26033963,2019-05-27,11,0.95
26035003,2019-04-27,1,0.41
26035069,2019-04-21,13,1.08
26035350,2019-06-20,59,4.57
26035905,2019-07-01,59,4.65
26036438,2019-06-16,19,1.5
26036861,2019-06-19,36,2.79
26037255,2019-07-01,40,3.09
26037496,2019-06-14,22,1.84
26038458,2019-07-07,95,7.94
26038825,2019-06-19,63,5.34
26038936,2018-12-27,8,0.62
26039252,2019-07-01,56,4.35
26040209,2018-10-06,11,0.86
26040426,2019-02-07,2,0.2
26040453,2019-07-04,109,8.93
26041689,2019-06-25,27,2.3
26043335,2019-04-16,3,0.45
26043558,2019-07-01,24,1.89
26048920,2019-04-10,11,0.94
26050423,2019-05-19,17,1.31
26052294,2019-06-02,6,0.48
26053340,2019-06-29,42,3.41
26054026,2019-01-02,5,0.43
26055132,2019-04-09,4,0.32
26055709,2019-07-03,73,5.67
26057084,2018-12-31,5,0.39
26057252,2018-10-07,1,0.11
26057878,2019-06-29,9,3.18
26058074,2019-01-12,3,0.26
26058246,2019-06-29,21,1.78
26058634,2019-06-13,4,0.43
26059525,2018-08-04,1,0.09
26060534,2019-06-12,8,0.64
26061337,2019-06-07,7,2.23
26061532,2018-09-10,3,0.26
26061712,2018-08-20,1,0.09
26062650,2018-09-28,1,0.11
26062892,2019-06-12,25,1.97
26063230,2019-07-02,49,4.04
26063353,2018-12-29,5,0.49
26063436,2019-06-13,24,1.96
26063550,2019-06-30,24,1.86
26064299,2019-05-09,29,2.28
26064779,2019-07-06,43,3.57
26065193,2019-06-11,14,1.14
